source	target	weight
GJA10	KRT72	0.83560556587303
MSC	KRT72	0.83560556587303
PAX2	KRT72	0.835605565873029
NKX3-2	KRT72	0.83560556587303
GTSF1L	KRT72	0.83560556587303
OR56B4	KRT72	0.83560556587303
MAGEA2	KRT72	0.83560556587303
C15orf53	KRT72	0.83560556587303
KRT16P3	KRT72	0.83560556587303
OR2C3	KRT72	0.83560556587303
MNX1	KRT72	0.83560556587303
OR6C74	KRT72	0.83560556587303
UBASH3A	KRT72	0.83560556587303
C20orf141	KRT72	0.83560556587303
LCE6A	KRT72	0.83560556587303
KRTAP10-2	KRT72	0.83560556587303
DNAJB8	KRT72	0.83560556587303
SNAR-C3	KRT72	0.83560556587303
DMRTA2	KRT72	0.83560556587303
MRGPRG	KRT72	0.83560556587303
SNORD116-1	KRT72	0.83560556587303
OPN1MW	KRT72	0.83560556587303
CLDN8	KRT72	0.83560556587303
SLC2A7	KRT72	0.83560556587303
MBD3L2	KRT72	0.83560556587303
IFNA7	KRT72	0.83560556587303
LOC285768	KRT72	0.83560556587303
C6orf222	KRT72	0.83560556587303
C11orf21	KRT72	0.83560556587303
SOHLH1	KRT72	0.83560556587303
KRT32	KRT72	0.83560556587303
CLEC4F	KRT72	0.83560556587303
SERPINA12	KRT72	0.83560556587303
IRG1	KRT72	0.83560556587303
MAGEB18	KRT72	0.83560556587303
RBBP8NL	KRT72	0.83560556587303
C7orf34	KRT72	0.83560556587303
TWIST2	KRT72	0.83560556587303
ALPPL2	OR2T35	1
C10orf91	OR2T35	1
CD300C	OR2T35	1
HLA-DQA2	OR2T35	1
MIR663B	OR2T35	1
MOGAT2	OR2T35	1
OR4E2	OR2T35	1
OR4K13	OR2T35	1
OR6Y1	OR2T35	1
PCGEM1	OR2T35	1
AA06	OR2T35	1
KRTAP3-1	OR2T35	1
MIR378C	OR2T35	1
NR0B2	OR2T35	1
OR2Y1	OR2T35	1
OR3A3	OR2T35	1
SERPINA5	OR2T35	1
FEZF1-AS1	OR2T35	1
FLJ46300	OR2T35	1
LILRB5	OR2T35	1
HS3ST6	OR2T35	1
OR6C65	OR2T35	1
GJA10	OR2T35	1
MSC	OR2T35	1
PAX2	OR2T35	1
NKX3-2	OR2T35	1
GTSF1L	OR2T35	1
OR56B4	OR2T35	1
MAGEA2	OR2T35	1
C15orf53	OR2T35	1
KRT16P3	OR2T35	1
OR2C3	OR2T35	1
MNX1	OR2T35	1
OR6C74	OR2T35	1
UBASH3A	OR2T35	1
C20orf141	OR2T35	1
LCE6A	OR2T35	1
KRTAP10-2	OR2T35	1
DNAJB8	OR2T35	1
RNF186	OR2T35	0.822726449762986
RDH8	OR2T35	0.819663920856507
SNAR-C3	OR2T35	1
DMRTA2	OR2T35	1
CDX1	OR2T35	0.791730919238942
MRGPRG	OR2T35	1
SNORD116-1	OR2T35	1
OPN1MW	OR2T35	1
CLDN8	OR2T35	1
SLC2A7	OR2T35	1
MBD3L2	OR2T35	1
IFNA7	OR2T35	1
LOC285768	OR2T35	1
C6orf222	OR2T35	1
C11orf21	OR2T35	1
SOHLH1	OR2T35	1
SSTR4	OR2T35	0.760747412543046
KRT32	OR2T35	1
CLEC4F	OR2T35	1
SERPINA12	OR2T35	1
IRG1	OR2T35	1
MAGEB18	OR2T35	1
RBBP8NL	OR2T35	1
C7orf34	OR2T35	1
TWIST2	OR2T35	1
KRT72	OR2T35	0.83560556587303
SIGLEC6	OR6C3	1
MARCO	OR2W5	0.801116465451988
KRT9	OR2W5	0.801116465451987
CCL8	OR2W5	0.801116465451988
FMO9P	OR2W5	0.801116465451988
GTSF1	OR2W5	0.801116465451987
MB	OR8A1	1
KRTAP11-1	OR8A1	1
MIR514A1	OR8A1	1
SERPINB12	OR8A1	1
SPDYE4	OR8A1	1
HNF1B	OR8A1	0.954468430399774
LYZL4	OR8A1	1
FATE1	OR8A1	1
OR5B3	OR8A1	1
PRAMEF5	OR8A1	1
SPINK1	OR8A1	1
REG3G	OR8A1	1
CCDC148-AS1	OR8A1	1
SPRR2D	OR8A1	1
OR5AR1	OR8A1	1
OR7C1	OR8A1	1
ZCCHC5	FAM83F	1
MIR4311	TAAR5	1
SNORD88C	LOC149950	1
LOC285548	LOC149950	1
MMP7	LOC149950	1
REG1A	LOC149950	1
REG1P	LOC149950	0.788085142111822
ALPPL2	MAS1L	1
C10orf91	MAS1L	1
CD300C	MAS1L	1
HLA-DQA2	MAS1L	1
MIR663B	MAS1L	1
MOGAT2	MAS1L	1
OR4E2	MAS1L	1
OR4K13	MAS1L	1
OR6Y1	MAS1L	1
PCGEM1	MAS1L	1
AA06	MAS1L	1
KRTAP3-1	MAS1L	1
MIR378C	MAS1L	1
NR0B2	MAS1L	1
OR2Y1	MAS1L	1
OR3A3	MAS1L	1
SERPINA5	MAS1L	1
FEZF1-AS1	MAS1L	1
FLJ46300	MAS1L	1
LILRB5	MAS1L	1
HS3ST6	MAS1L	1
OR6C65	MAS1L	1
GJA10	MAS1L	1
MSC	MAS1L	1
PAX2	MAS1L	1
NKX3-2	MAS1L	1
GTSF1L	MAS1L	1
OR56B4	MAS1L	1
MAGEA2	MAS1L	1
C15orf53	MAS1L	1
KRT16P3	MAS1L	1
OR2C3	MAS1L	1
MNX1	MAS1L	1
OR6C74	MAS1L	1
UBASH3A	MAS1L	1
C20orf141	MAS1L	1
LCE6A	MAS1L	1
KRTAP10-2	MAS1L	1
DNAJB8	MAS1L	1
RNF186	MAS1L	0.822726449762986
RDH8	MAS1L	0.819663920856507
SNAR-C3	MAS1L	1
DMRTA2	MAS1L	1
CDX1	MAS1L	0.791730919238942
MRGPRG	MAS1L	1
SNORD116-1	MAS1L	1
OPN1MW	MAS1L	1
CLDN8	MAS1L	1
SLC2A7	MAS1L	1
MBD3L2	MAS1L	1
IFNA7	MAS1L	1
LOC285768	MAS1L	1
C6orf222	MAS1L	1
C11orf21	MAS1L	1
SOHLH1	MAS1L	1
SSTR4	MAS1L	0.760747412543046
KRT32	MAS1L	1
CLEC4F	MAS1L	1
SERPINA12	MAS1L	1
IRG1	MAS1L	1
MAGEB18	MAS1L	1
RBBP8NL	MAS1L	1
C7orf34	MAS1L	1
TWIST2	MAS1L	1
KRT72	MAS1L	0.83560556587303
OR2T35	MAS1L	1
OR56A5	CSN3	0.75834333888895
OR6C68	CSN3	0.923851751159916
ALPPL2	LOC340073	1
C10orf91	LOC340073	1
CD300C	LOC340073	1
HLA-DQA2	LOC340073	1
MIR663B	LOC340073	1
MOGAT2	LOC340073	1
OR4E2	LOC340073	1
OR4K13	LOC340073	1
OR6Y1	LOC340073	1
PCGEM1	LOC340073	1
AA06	LOC340073	1
KRTAP3-1	LOC340073	1
MIR378C	LOC340073	1
NR0B2	LOC340073	1
OR2Y1	LOC340073	1
OR3A3	LOC340073	1
SERPINA5	LOC340073	1
FEZF1-AS1	LOC340073	1
FLJ46300	LOC340073	1
LILRB5	LOC340073	1
HS3ST6	LOC340073	1
OR6C65	LOC340073	1
GJA10	LOC340073	1
MSC	LOC340073	1
PAX2	LOC340073	1
NKX3-2	LOC340073	1
GTSF1L	LOC340073	1
OR56B4	LOC340073	1
MAGEA2	LOC340073	1
C15orf53	LOC340073	1
KRT16P3	LOC340073	1
OR2C3	LOC340073	1
MNX1	LOC340073	1
OR6C74	LOC340073	1
UBASH3A	LOC340073	1
C20orf141	LOC340073	1
LCE6A	LOC340073	1
KRTAP10-2	LOC340073	1
DNAJB8	LOC340073	1
RNF186	LOC340073	0.822726449762986
RDH8	LOC340073	0.819663920856507
SNAR-C3	LOC340073	1
DMRTA2	LOC340073	1
CDX1	LOC340073	0.791730919238942
MRGPRG	LOC340073	1
SNORD116-1	LOC340073	1
OPN1MW	LOC340073	1
CLDN8	LOC340073	1
SLC2A7	LOC340073	1
MBD3L2	LOC340073	1
IFNA7	LOC340073	1
LOC285768	LOC340073	1
C6orf222	LOC340073	1
C11orf21	LOC340073	1
SOHLH1	LOC340073	1
SSTR4	LOC340073	0.760747412543046
KRT32	LOC340073	1
CLEC4F	LOC340073	1
SERPINA12	LOC340073	1
IRG1	LOC340073	1
MAGEB18	LOC340073	1
RBBP8NL	LOC340073	1
C7orf34	LOC340073	1
TWIST2	LOC340073	1
KRT72	LOC340073	0.83560556587303
OR2T35	LOC340073	1
MAS1L	LOC340073	1
HAND2	OR6N1	0.99998955921561
MIR508	OR2AP1	1
DLX5	OR2AP1	1
MIR520E	OR2AP1	1
PIWIL1	OR2AP1	1
LINC00619	DEFB125	1
OTOP3	DEFB125	1
FOLR3	DEFB125	1
APOBEC1	KRT83	1
OR4D6	KRT83	1
BANF2	KRT83	1
OR5P2	KRT83	0.876264246960015
OR2G6	KRT83	0.911713912771205
MB	GABRR3	0.815625182363095
KRTAP11-1	GABRR3	0.815625182363095
MIR514A1	GABRR3	0.815625182363095
SERPINB12	GABRR3	0.815625182363095
SPDYE4	GABRR3	0.815625182363095
HNF1B	GABRR3	0.778205076247983
LYZL4	GABRR3	0.815625182363095
FATE1	GABRR3	0.815625182363095
OR5B3	GABRR3	0.815625182363095
PRAMEF5	GABRR3	0.815625182363095
SPINK1	GABRR3	0.815625182363095
REG3G	GABRR3	0.815625182363095
CCDC148-AS1	GABRR3	0.815625182363095
SPRR2D	GABRR3	0.815625182363095
OR5AR1	GABRR3	0.815625182363095
OR7C1	GABRR3	0.815625182363095
OR8A1	GABRR3	0.815625182363095
MB	CLEC9A	1
KRTAP11-1	CLEC9A	1
MIR514A1	CLEC9A	1
SERPINB12	CLEC9A	1
SPDYE4	CLEC9A	1
HNF1B	CLEC9A	0.954468430399774
LYZL4	CLEC9A	1
FATE1	CLEC9A	1
OR5B3	CLEC9A	1
PRAMEF5	CLEC9A	1
SPINK1	CLEC9A	1
REG3G	CLEC9A	1
CCDC148-AS1	CLEC9A	1
SPRR2D	CLEC9A	1
OR5AR1	CLEC9A	1
OR7C1	CLEC9A	1
OR8A1	CLEC9A	1
GABRR3	CLEC9A	0.815625182363095
SNORD56B	VN1R10P	1
MIR103A2	VN1R10P	1
KRT85	ACTL9	0.931372805858233
LOC286442	ACTL9	0.931372805858233
LINC00332	ACTL9	0.931372805858233
MIR190A	ACTL9	0.931372805858233
AMY1C	ACTL9	0.843888412216887
TPRX1	ACTL9	0.931372805858233
FLJ41350	ACTL9	0.931372805858233
NEU2	ACTL9	0.931372805858233
SMR3B	ACTL9	0.931372805858233
GNGT1	ACTL9	0.931372805858233
GNGT2	ACTL9	0.931372805858233
MIR3913-2	ACTL9	0.931372805858233
PRSS56	ACTL9	0.931372805858233
SIT1	ACTL9	0.843866605342225
KRTAP9-1	ACTL9	0.82799171009154
OR7C2	ACTL9	0.931372805858233
FGF6	ACTL9	0.931372805858233
HNF4A	ACTL9	0.854565333573785
PPBP	AKR1C4	1
KRT85	PRSS58	1
LOC286442	PRSS58	1
LINC00332	PRSS58	1
MIR190A	PRSS58	1
AMY1C	PRSS58	0.9063406303398
TPRX1	PRSS58	1
FLJ41350	PRSS58	1
NEU2	PRSS58	1
SMR3B	PRSS58	1
GNGT1	PRSS58	1
GNGT2	PRSS58	1
MIR3913-2	PRSS58	1
PRSS56	PRSS58	1
SIT1	PRSS58	0.90631724883747
KRTAP9-1	PRSS58	0.88940502254744
OR7C2	PRSS58	1
FGF6	PRSS58	1
HNF4A	PRSS58	0.917830331930116
ACTL9	PRSS58	0.931372805858233
FAM197Y2	TSPAN16	1
FAM197Y5	TSPAN16	1
BSND	TSPAN16	1
OR10A4	MIR941-3	1
LINC00619	KRT76	1
OTOP3	KRT76	1
FOLR3	KRT76	1
DEFB125	KRT76	1
TREML5P	DEFB129	1
KRTAP10-5	DEFB129	1
GKN1	DEFB129	0.874980401972971
TEX37	DEFB129	1
WNT8A	RTP2	1
GATA6	IL21	0.953510696523156
MIR1224	TMCO5B	1
MIR3074	TMCO5B	1
CD300LF	OR1L1	1
TAAR1	OR1L1	1
KRTAP5-11	OR1L1	1
FRMD1	OR1L1	1
CRYGN	CD200R1L	0.742439750749247
HIST1H2AA	OR1D4	1
GAST	OR51D1	1
MIR591	OR51D1	1
MIR221	OR51D1	1
SNORD116-28	OR9A4	1
TMEM252	OR9A4	1
MIR491	CDC42EP5	1
LRRC3C	CDC42EP5	1
TTLL10	CDC42EP5	1
ALPPL2	OR8U1	1
C10orf91	OR8U1	1
CD300C	OR8U1	1
HLA-DQA2	OR8U1	1
MIR663B	OR8U1	1
MOGAT2	OR8U1	1
OR4E2	OR8U1	1
OR4K13	OR8U1	1
OR6Y1	OR8U1	1
PCGEM1	OR8U1	1
AA06	OR8U1	1
KRTAP3-1	OR8U1	1
MIR378C	OR8U1	1
NR0B2	OR8U1	1
OR2Y1	OR8U1	1
OR3A3	OR8U1	1
SERPINA5	OR8U1	1
FEZF1-AS1	OR8U1	1
FLJ46300	OR8U1	1
LILRB5	OR8U1	1
HS3ST6	OR8U1	1
OR6C65	OR8U1	1
GJA10	OR8U1	1
MSC	OR8U1	1
PAX2	OR8U1	1
NKX3-2	OR8U1	1
GTSF1L	OR8U1	1
OR56B4	OR8U1	1
MAGEA2	OR8U1	1
C15orf53	OR8U1	1
KRT16P3	OR8U1	1
OR2C3	OR8U1	1
MNX1	OR8U1	1
OR6C74	OR8U1	1
UBASH3A	OR8U1	1
C20orf141	OR8U1	1
LCE6A	OR8U1	1
KRTAP10-2	OR8U1	1
DNAJB8	OR8U1	1
RNF186	OR8U1	0.822726449762986
RDH8	OR8U1	0.819663920856508
SNAR-C3	OR8U1	1
DMRTA2	OR8U1	1
CDX1	OR8U1	0.791730919238942
MRGPRG	OR8U1	1
SNORD116-1	OR8U1	1
OPN1MW	OR8U1	1
CLDN8	OR8U1	1
SLC2A7	OR8U1	1
MBD3L2	OR8U1	1
IFNA7	OR8U1	1
LOC285768	OR8U1	1
C6orf222	OR8U1	1
C11orf21	OR8U1	1
SOHLH1	OR8U1	1
SSTR4	OR8U1	0.760747412543046
KRT32	OR8U1	1
CLEC4F	OR8U1	1
SERPINA12	OR8U1	1
IRG1	OR8U1	1
MAGEB18	OR8U1	1
RBBP8NL	OR8U1	1
C7orf34	OR8U1	1
TWIST2	OR8U1	1
KRT72	OR8U1	0.83560556587303
OR2T35	OR8U1	1
MAS1L	OR8U1	1
LOC340073	OR8U1	1
ALPPL2	SERPINB11	0.769122231889688
C10orf91	SERPINB11	0.769122231889688
CD300C	SERPINB11	0.769122231889688
HLA-DQA2	SERPINB11	0.769122231889688
MIR663B	SERPINB11	0.769122231889688
MOGAT2	SERPINB11	0.769122231889688
OR4E2	SERPINB11	0.769122231889688
OR4K13	SERPINB11	0.769122231889688
OR6Y1	SERPINB11	0.769122231889688
PCGEM1	SERPINB11	0.769122231889688
AA06	SERPINB11	0.769122231889688
KRTAP3-1	SERPINB11	0.769122231889688
MIR378C	SERPINB11	0.769122231889688
NR0B2	SERPINB11	0.769122231889688
OR2Y1	SERPINB11	0.769122231889688
OR3A3	SERPINB11	0.769122231889688
SERPINA5	SERPINB11	0.769122231889688
FEZF1-AS1	SERPINB11	0.769122231889688
FLJ46300	SERPINB11	0.769122231889688
LILRB5	SERPINB11	0.769122231889688
HS3ST6	SERPINB11	0.769122231889688
OR6C65	SERPINB11	0.769122231889688
GJA10	SERPINB11	0.769122231889688
MSC	SERPINB11	0.769122231889688
PAX2	SERPINB11	0.769122231889688
NKX3-2	SERPINB11	0.769122231889688
GTSF1L	SERPINB11	0.769122231889688
OR56B4	SERPINB11	0.769122231889688
MAGEA2	SERPINB11	0.769122231889688
C15orf53	SERPINB11	0.769122231889688
KRT16P3	SERPINB11	0.769122231889688
OR2C3	SERPINB11	0.769122231889688
MNX1	SERPINB11	0.769122231889688
OR6C74	SERPINB11	0.769122231889688
UBASH3A	SERPINB11	0.769122231889688
C20orf141	SERPINB11	0.769122231889688
LCE6A	SERPINB11	0.769122231889688
KRTAP10-2	SERPINB11	0.769122231889688
DNAJB8	SERPINB11	0.769122231889688
SNAR-C3	SERPINB11	0.769122231889688
DMRTA2	SERPINB11	0.769122231889688
MRGPRG	SERPINB11	0.769122231889688
SNORD116-1	SERPINB11	0.769122231889688
OPN1MW	SERPINB11	0.769122231889688
CLDN8	SERPINB11	0.769122231889688
SLC2A7	SERPINB11	0.769122231889688
MBD3L2	SERPINB11	0.769122231889688
IFNA7	SERPINB11	0.769122231889688
LOC285768	SERPINB11	0.769122231889688
C6orf222	SERPINB11	0.769122231889688
C11orf21	SERPINB11	0.769122231889688
SOHLH1	SERPINB11	0.769122231889688
KRT32	SERPINB11	0.769122231889688
CLEC4F	SERPINB11	0.769122231889688
SERPINA12	SERPINB11	0.769122231889688
IRG1	SERPINB11	0.769122231889688
MAGEB18	SERPINB11	0.769122231889688
RBBP8NL	SERPINB11	0.769122231889688
C7orf34	SERPINB11	0.769122231889688
TWIST2	SERPINB11	0.769122231889688
OR2T35	SERPINB11	0.769122231889688
MAS1L	SERPINB11	0.769122231889688
LOC340073	SERPINB11	0.769122231889688
OR8U1	SERPINB11	0.769122231889688
FAM47B	HBD	0.965855274805101
LINC00229	HBD	1
OR10G4	OR2G3	1
PDE6H	OR2G3	1
MYADML	OR2G3	0.742340518306094
CD300LF	IQCF2	1
TAAR1	IQCF2	1
KRTAP5-11	IQCF2	1
FRMD1	IQCF2	1
OR1L1	IQCF2	1
DEFB4A	GRXCR1	1
TTTY22	GRXCR1	1
BPIFA3	GRXCR1	1
LINC00359	GRXCR1	1
OR1L3	GRXCR1	1
KRT36	GRXCR1	1
GNG13	GRXCR1	1
LOC340094	GRXCR1	1
PDZK1IP1	GRXCR1	1
LOC732275	GRXCR1	1
TPPP2	GRXCR1	1
KIR3DL3	GRXCR1	0.991736417337616
UTS2R	FOXI1	0.918137988065566
MIR4473	LOC284661	0.959399410861441
HAND2	LOC442497	0.906502106959846
OR6N1	LOC442497	0.908421943346342
MIR135A1	OR4F6	1
MIR4513	CXorf61	1
MB	PRAMEF18	1
KRTAP11-1	PRAMEF18	1
MIR514A1	PRAMEF18	1
SERPINB12	PRAMEF18	1
SPDYE4	PRAMEF18	1
HNF1B	PRAMEF18	0.954468430399774
LYZL4	PRAMEF18	1
FATE1	PRAMEF18	1
OR5B3	PRAMEF18	1
PRAMEF5	PRAMEF18	1
SPINK1	PRAMEF18	1
REG3G	PRAMEF18	1
CCDC148-AS1	PRAMEF18	1
SPRR2D	PRAMEF18	1
OR5AR1	PRAMEF18	1
OR7C1	PRAMEF18	1
OR8A1	PRAMEF18	1
GABRR3	PRAMEF18	0.815625182363095
CLEC9A	PRAMEF18	1
MB	PRAMEF19	1
KRTAP11-1	PRAMEF19	1
MIR514A1	PRAMEF19	1
SERPINB12	PRAMEF19	1
SPDYE4	PRAMEF19	1
HNF1B	PRAMEF19	0.954468430399774
LYZL4	PRAMEF19	1
FATE1	PRAMEF19	1
OR5B3	PRAMEF19	1
PRAMEF5	PRAMEF19	1
SPINK1	PRAMEF19	1
REG3G	PRAMEF19	1
CCDC148-AS1	PRAMEF19	1
SPRR2D	PRAMEF19	1
OR5AR1	PRAMEF19	1
OR7C1	PRAMEF19	1
OR8A1	PRAMEF19	1
GABRR3	PRAMEF19	0.815625182363095
CLEC9A	PRAMEF19	1
PRAMEF18	PRAMEF19	1
LOC100130275	PITX2	0.705986068065367
MIR3907	CRYGB	1
SNORD114-20	CRYGB	1
GPR101	CRYGB	0.957672778417782
SMEK3P	CRYGB	0.908849971030965
HHEX	CRYGB	1
CSH1	MAGEB4	1
MAGEA10-MAGEA5	MAGEB4	1
LOC100130480	MAGEB4	1
PF4V1	MAGEB4	1
SNORD105B	VAV1	0.992867332907661
PP12613	VAV1	0.992867332907661
MB	SERPINA11	1
KRTAP11-1	SERPINA11	1
MIR514A1	SERPINA11	1
SERPINB12	SERPINA11	1
SPDYE4	SERPINA11	1
HNF1B	SERPINA11	0.954468430399774
LYZL4	SERPINA11	1
FATE1	SERPINA11	1
OR5B3	SERPINA11	1
PRAMEF5	SERPINA11	1
SPINK1	SERPINA11	1
REG3G	SERPINA11	1
CCDC148-AS1	SERPINA11	1
SPRR2D	SERPINA11	1
OR5AR1	SERPINA11	1
OR7C1	SERPINA11	1
OR8A1	SERPINA11	1
GABRR3	SERPINA11	0.815625182363095
CLEC9A	SERPINA11	1
PRAMEF18	SERPINA11	1
PRAMEF19	SERPINA11	1
KRTAP6-2	MIR4482-1	1
ALPPL2	LINC00160	1
C10orf91	LINC00160	1
CD300C	LINC00160	1
HLA-DQA2	LINC00160	1
MIR663B	LINC00160	1
MOGAT2	LINC00160	1
OR4E2	LINC00160	1
OR4K13	LINC00160	1
OR6Y1	LINC00160	1
PCGEM1	LINC00160	1
AA06	LINC00160	1
KRTAP3-1	LINC00160	1
MIR378C	LINC00160	1
NR0B2	LINC00160	1
OR2Y1	LINC00160	1
OR3A3	LINC00160	1
SERPINA5	LINC00160	1
FEZF1-AS1	LINC00160	1
FLJ46300	LINC00160	1
LILRB5	LINC00160	1
HS3ST6	LINC00160	1
OR6C65	LINC00160	1
GJA10	LINC00160	1
MSC	LINC00160	1
PAX2	LINC00160	1
NKX3-2	LINC00160	1
GTSF1L	LINC00160	1
OR56B4	LINC00160	1
MAGEA2	LINC00160	1
C15orf53	LINC00160	1
KRT16P3	LINC00160	1
OR2C3	LINC00160	1
MNX1	LINC00160	1
OR6C74	LINC00160	1
UBASH3A	LINC00160	1
C20orf141	LINC00160	1
LCE6A	LINC00160	1
KRTAP10-2	LINC00160	1
DNAJB8	LINC00160	1
RNF186	LINC00160	0.822726449762986
RDH8	LINC00160	0.819663920856507
SNAR-C3	LINC00160	1
DMRTA2	LINC00160	1
CDX1	LINC00160	0.791730919238942
MRGPRG	LINC00160	1
SNORD116-1	LINC00160	1
OPN1MW	LINC00160	1
CLDN8	LINC00160	1
SLC2A7	LINC00160	1
MBD3L2	LINC00160	1
IFNA7	LINC00160	1
LOC285768	LINC00160	1
C6orf222	LINC00160	1
C11orf21	LINC00160	1
SOHLH1	LINC00160	1
SSTR4	LINC00160	0.760747412543046
KRT32	LINC00160	1
CLEC4F	LINC00160	1
SERPINA12	LINC00160	1
IRG1	LINC00160	1
MAGEB18	LINC00160	1
RBBP8NL	LINC00160	1
C7orf34	LINC00160	1
TWIST2	LINC00160	1
KRT72	LINC00160	0.83560556587303
OR2T35	LINC00160	1
MAS1L	LINC00160	1
LOC340073	LINC00160	1
OR8U1	LINC00160	1
SERPINB11	LINC00160	0.769122231889688
MIR3907	KRT16P1	1
SNORD114-20	KRT16P1	1
GPR101	KRT16P1	0.957672778417782
SMEK3P	KRT16P1	0.908849971030965
HHEX	KRT16P1	1
CRYGB	KRT16P1	1
KRT85	OR1B1	1
LOC286442	OR1B1	1
LINC00332	OR1B1	1
MIR190A	OR1B1	1
AMY1C	OR1B1	0.9063406303398
TPRX1	OR1B1	1
FLJ41350	OR1B1	1
NEU2	OR1B1	1
SMR3B	OR1B1	1
GNGT1	OR1B1	1
GNGT2	OR1B1	1
MIR3913-2	OR1B1	1
PRSS56	OR1B1	1
SIT1	OR1B1	0.90631724883747
KRTAP9-1	OR1B1	0.889405022547441
OR7C2	OR1B1	1
FGF6	OR1B1	1
HNF4A	OR1B1	0.917830331930115
ACTL9	OR1B1	0.931372805858233
PRSS58	OR1B1	1
OR2T2	LOC1720	0.883528337095635
SLC17A7	LOC1720	0.746289391102319
LOC100286922	SERPINB2	0.865778282533502
SPERT	XCL2	1
CDRT7	XCL2	1
LHX5	XCL2	1
ALPPL2	CD177	1
C10orf91	CD177	1
CD300C	CD177	1
HLA-DQA2	CD177	1
MIR663B	CD177	1
MOGAT2	CD177	1
OR4E2	CD177	1
OR4K13	CD177	1
OR6Y1	CD177	1
PCGEM1	CD177	1
AA06	CD177	1
KRTAP3-1	CD177	1
MIR378C	CD177	1
NR0B2	CD177	1
OR2Y1	CD177	1
OR3A3	CD177	1
SERPINA5	CD177	1
FEZF1-AS1	CD177	1
FLJ46300	CD177	1
LILRB5	CD177	1
HS3ST6	CD177	1
OR6C65	CD177	1
GJA10	CD177	1
MSC	CD177	1
PAX2	CD177	1
NKX3-2	CD177	1
GTSF1L	CD177	1
OR56B4	CD177	1
MAGEA2	CD177	1
C15orf53	CD177	1
KRT16P3	CD177	1
OR2C3	CD177	1
MNX1	CD177	1
OR6C74	CD177	1
UBASH3A	CD177	1
C20orf141	CD177	1
LCE6A	CD177	1
KRTAP10-2	CD177	1
DNAJB8	CD177	1
RNF186	CD177	0.822726449762986
RDH8	CD177	0.819663920856507
SNAR-C3	CD177	1
DMRTA2	CD177	1
CDX1	CD177	0.791730919238942
MRGPRG	CD177	1
SNORD116-1	CD177	1
OPN1MW	CD177	1
CLDN8	CD177	1
SLC2A7	CD177	1
MBD3L2	CD177	1
IFNA7	CD177	1
LOC285768	CD177	1
C6orf222	CD177	1
C11orf21	CD177	1
SOHLH1	CD177	1
SSTR4	CD177	0.760747412543046
KRT32	CD177	1
CLEC4F	CD177	1
SERPINA12	CD177	1
IRG1	CD177	1
MAGEB18	CD177	1
RBBP8NL	CD177	1
C7orf34	CD177	1
TWIST2	CD177	1
KRT72	CD177	0.83560556587303
OR2T35	CD177	1
MAS1L	CD177	1
LOC340073	CD177	1
OR8U1	CD177	1
SERPINB11	CD177	0.769122231889688
LINC00160	CD177	1
MIR412	MMP13	1
MIR889	MMP13	1
CELA3B	MMP13	1
TAAR8	MMP13	1
KCNMB2-IT1	KRT39	1
LOC645355	KRT39	1
USP17L18	USP17L11	0.992111304136957
BIRC8	LCE2A	0.855970094010449
C1orf127	TNNC1	1
LINC00619	GM140	1
OTOP3	GM140	1
FOLR3	GM140	1
DEFB125	GM140	1
KRT76	GM140	1
ALPPL2	FGF19	1
C10orf91	FGF19	1
CD300C	FGF19	1
HLA-DQA2	FGF19	1
MIR663B	FGF19	1
MOGAT2	FGF19	1
OR4E2	FGF19	1
OR4K13	FGF19	1
OR6Y1	FGF19	1
PCGEM1	FGF19	1
AA06	FGF19	1
KRTAP3-1	FGF19	1
MIR378C	FGF19	1
NR0B2	FGF19	1
OR2Y1	FGF19	1
OR3A3	FGF19	1
SERPINA5	FGF19	1
FEZF1-AS1	FGF19	1
FLJ46300	FGF19	1
LILRB5	FGF19	1
HS3ST6	FGF19	1
OR6C65	FGF19	1
GJA10	FGF19	1
MSC	FGF19	1
PAX2	FGF19	1
NKX3-2	FGF19	1
GTSF1L	FGF19	1
OR56B4	FGF19	1
MAGEA2	FGF19	1
C15orf53	FGF19	1
KRT16P3	FGF19	1
OR2C3	FGF19	1
MNX1	FGF19	1
OR6C74	FGF19	1
UBASH3A	FGF19	1
C20orf141	FGF19	1
LCE6A	FGF19	1
KRTAP10-2	FGF19	1
DNAJB8	FGF19	1
RNF186	FGF19	0.822726449762986
RDH8	FGF19	0.819663920856508
SNAR-C3	FGF19	1
DMRTA2	FGF19	1
CDX1	FGF19	0.791730919238942
MRGPRG	FGF19	1
SNORD116-1	FGF19	1
OPN1MW	FGF19	1
CLDN8	FGF19	1
SLC2A7	FGF19	1
MBD3L2	FGF19	1
IFNA7	FGF19	1
LOC285768	FGF19	1
C6orf222	FGF19	1
C11orf21	FGF19	1
SOHLH1	FGF19	1
SSTR4	FGF19	0.760747412543046
KRT32	FGF19	1
CLEC4F	FGF19	1
SERPINA12	FGF19	1
IRG1	FGF19	1
MAGEB18	FGF19	1
RBBP8NL	FGF19	1
C7orf34	FGF19	1
TWIST2	FGF19	1
KRT72	FGF19	0.83560556587303
OR2T35	FGF19	1
MAS1L	FGF19	1
LOC340073	FGF19	1
OR8U1	FGF19	1
SERPINB11	FGF19	0.769122231889688
LINC00160	FGF19	1
CD177	FGF19	1
LCE3C	LCE3D	0.846804605988482
SPRR2G	LCE3D	0.846804605988482
OR14J1	LCE3D	0.846804605988482
