source	target	weight
OR2Y1	DNAJB8	1
OR3A3	DNAJB8	1
SERPINA5	DNAJB8	1
FEZF1-AS1	DNAJB8	1
FLJ46300	DNAJB8	1
LILRB5	DNAJB8	1
HS3ST6	DNAJB8	1
OR6C65	DNAJB8	1
GJA10	DNAJB8	1
MSC	DNAJB8	1
PAX2	DNAJB8	1
NKX3-2	DNAJB8	1
GTSF1L	DNAJB8	1
OR56B4	DNAJB8	1
MAGEA2	DNAJB8	1
C15orf53	DNAJB8	1
KRT16P3	DNAJB8	1
OR2C3	DNAJB8	1
MNX1	DNAJB8	1
OR6C74	DNAJB8	1
UBASH3A	DNAJB8	1
C20orf141	DNAJB8	1
LCE6A	DNAJB8	1
KRTAP10-2	DNAJB8	1
MIR142	WFDC9	1
SNORD88C	LOC285548	1
ALPPL2	RNF186	0.822726449762986
C10orf91	RNF186	0.822726449762986
CD300C	RNF186	0.822726449762986
HLA-DQA2	RNF186	0.822726449762986
MIR663B	RNF186	0.822726449762986
MOGAT2	RNF186	0.822726449762986
OR4E2	RNF186	0.822726449762986
OR4K13	RNF186	0.822726449762986
OR6Y1	RNF186	0.822726449762986
PCGEM1	RNF186	0.822726449762986
AA06	RNF186	0.822726449762986
KRTAP3-1	RNF186	0.822726449762986
MIR378C	RNF186	0.822726449762986
NR0B2	RNF186	0.822726449762986
OR2Y1	RNF186	0.822726449762986
OR3A3	RNF186	0.822726449762986
SERPINA5	RNF186	0.822726449762986
FEZF1-AS1	RNF186	0.822726449762986
FLJ46300	RNF186	0.822726449762986
LILRB5	RNF186	0.822726449762986
HS3ST6	RNF186	0.822726449762986
OR6C65	RNF186	0.822726449762986
GJA10	RNF186	0.822726449762986
MSC	RNF186	0.822726449762986
PAX2	RNF186	0.822726449762986
NKX3-2	RNF186	0.822726449762986
GTSF1L	RNF186	0.822726449762986
OR56B4	RNF186	0.822726449762986
MAGEA2	RNF186	0.822726449762986
C15orf53	RNF186	0.822726449762986
KRT16P3	RNF186	0.822726449762986
OR2C3	RNF186	0.822726449762986
MNX1	RNF186	0.822726449762986
OR6C74	RNF186	0.822726449762986
UBASH3A	RNF186	0.822726449762986
C20orf141	RNF186	0.822726449762986
LCE6A	RNF186	0.822726449762986
KRTAP10-2	RNF186	0.822726449762986
DNAJB8	RNF186	0.822726449762986
ALPPL2	RDH8	0.819663920856507
C10orf91	RDH8	0.819663920856507
CD300C	RDH8	0.819663920856508
HLA-DQA2	RDH8	0.819663920856508
MIR663B	RDH8	0.819663920856507
MOGAT2	RDH8	0.819663920856507
OR4E2	RDH8	0.819663920856508
OR4K13	RDH8	0.819663920856507
OR6Y1	RDH8	0.819663920856507
PCGEM1	RDH8	0.819663920856507
AA06	RDH8	0.819663920856507
KRTAP3-1	RDH8	0.819663920856508
MIR378C	RDH8	0.819663920856508
NR0B2	RDH8	0.819663920856507
OR2Y1	RDH8	0.819663920856507
OR3A3	RDH8	0.819663920856507
SERPINA5	RDH8	0.819663920856507
FEZF1-AS1	RDH8	0.819663920856507
FLJ46300	RDH8	0.819663920856508
LILRB5	RDH8	0.819663920856508
HS3ST6	RDH8	0.819663920856507
OR6C65	RDH8	0.819663920856507
GJA10	RDH8	0.819663920856508
MSC	RDH8	0.819663920856508
PAX2	RDH8	0.819663920856507
NKX3-2	RDH8	0.819663920856508
GTSF1L	RDH8	0.819663920856507
OR56B4	RDH8	0.819663920856507
MAGEA2	RDH8	0.819663920856507
C15orf53	RDH8	0.819663920856508
KRT16P3	RDH8	0.819663920856507
OR2C3	RDH8	0.819663920856508
MNX1	RDH8	0.819663920856507
OR6C74	RDH8	0.819663920856507
UBASH3A	RDH8	0.819663920856507
C20orf141	RDH8	0.819663920856507
LCE6A	RDH8	0.819663920856508
KRTAP10-2	RDH8	0.819663920856507
DNAJB8	RDH8	0.819663920856507
CD300LF	TAAR1	1
SPP2	MIR1-2	1
ALPPL2	SNAR-C3	1
C10orf91	SNAR-C3	1
CD300C	SNAR-C3	1
HLA-DQA2	SNAR-C3	1
MIR663B	SNAR-C3	1
MOGAT2	SNAR-C3	1
OR4E2	SNAR-C3	1
OR4K13	SNAR-C3	1
OR6Y1	SNAR-C3	1
PCGEM1	SNAR-C3	1
AA06	SNAR-C3	1
KRTAP3-1	SNAR-C3	1
MIR378C	SNAR-C3	1
NR0B2	SNAR-C3	1
OR2Y1	SNAR-C3	1
OR3A3	SNAR-C3	1
SERPINA5	SNAR-C3	1
FEZF1-AS1	SNAR-C3	1
FLJ46300	SNAR-C3	1
LILRB5	SNAR-C3	1
HS3ST6	SNAR-C3	1
OR6C65	SNAR-C3	1
GJA10	SNAR-C3	1
MSC	SNAR-C3	1
PAX2	SNAR-C3	1
NKX3-2	SNAR-C3	1
GTSF1L	SNAR-C3	1
OR56B4	SNAR-C3	1
MAGEA2	SNAR-C3	1
C15orf53	SNAR-C3	1
KRT16P3	SNAR-C3	1
OR2C3	SNAR-C3	1
MNX1	SNAR-C3	1
OR6C74	SNAR-C3	1
UBASH3A	SNAR-C3	1
C20orf141	SNAR-C3	1
LCE6A	SNAR-C3	1
KRTAP10-2	SNAR-C3	1
DNAJB8	SNAR-C3	1
RNF186	SNAR-C3	0.822726449762986
RDH8	SNAR-C3	0.819663920856507
CSH1	LOC100130480	1
MAGEA10-MAGEA5	LOC100130480	1
TTTY7B	TTTY1	0.809958217484843
SCXA	SCXB	1
BPY2	BPY2B	1
BPY2	BPY2C	1
BPY2B	BPY2C	1
DEFB4A	GNG13	1
TTTY22	GNG13	1
BPIFA3	GNG13	1
LINC00359	GNG13	1
OR1L3	GNG13	1
KRT36	GNG13	1
LOC100128750	MIR3692	0.843935954994442
DEFB4A	LOC340094	1
TTTY22	LOC340094	1
BPIFA3	LOC340094	1
LINC00359	LOC340094	1
OR1L3	LOC340094	1
KRT36	LOC340094	1
GNG13	LOC340094	1
DEFB4A	PDZK1IP1	1
TTTY22	PDZK1IP1	1
BPIFA3	PDZK1IP1	1
LINC00359	PDZK1IP1	1
OR1L3	PDZK1IP1	1
KRT36	PDZK1IP1	1
GNG13	PDZK1IP1	1
LOC340094	PDZK1IP1	1
MARCO	CCL8	1
KRT9	CCL8	1
OR5T1	MIR3140	1
KRTAP12-4	MIR3140	0.874217590568724
MB	CCDC148-AS1	1
KRTAP11-1	CCDC148-AS1	1
MIR514A1	CCDC148-AS1	1
SERPINB12	CCDC148-AS1	1
SPDYE4	CCDC148-AS1	1
HNF1B	CCDC148-AS1	0.954468430399774
LYZL4	CCDC148-AS1	1
FATE1	CCDC148-AS1	1
OR5B3	CCDC148-AS1	1
PRAMEF5	CCDC148-AS1	1
SPINK1	CCDC148-AS1	1
REG3G	CCDC148-AS1	1
DEFB4A	LOC732275	1
TTTY22	LOC732275	1
BPIFA3	LOC732275	1
LINC00359	LOC732275	1
OR1L3	LOC732275	1
KRT36	LOC732275	1
GNG13	LOC732275	1
LOC340094	LOC732275	1
PDZK1IP1	LOC732275	1
OR4D9	PRKACG	1
HSD17B2	PRKACG	0.863031685056196
ALPPL2	DMRTA2	1
C10orf91	DMRTA2	1
CD300C	DMRTA2	1
HLA-DQA2	DMRTA2	1
MIR663B	DMRTA2	1
MOGAT2	DMRTA2	1
OR4E2	DMRTA2	1
OR4K13	DMRTA2	1
OR6Y1	DMRTA2	1
PCGEM1	DMRTA2	1
AA06	DMRTA2	1
KRTAP3-1	DMRTA2	1
MIR378C	DMRTA2	1
NR0B2	DMRTA2	1
OR2Y1	DMRTA2	1
OR3A3	DMRTA2	1
SERPINA5	DMRTA2	1
FEZF1-AS1	DMRTA2	1
FLJ46300	DMRTA2	1
LILRB5	DMRTA2	1
HS3ST6	DMRTA2	1
OR6C65	DMRTA2	1
GJA10	DMRTA2	1
MSC	DMRTA2	1
PAX2	DMRTA2	1
NKX3-2	DMRTA2	1
GTSF1L	DMRTA2	1
OR56B4	DMRTA2	1
MAGEA2	DMRTA2	1
C15orf53	DMRTA2	1
KRT16P3	DMRTA2	1
OR2C3	DMRTA2	1
MNX1	DMRTA2	1
OR6C74	DMRTA2	1
UBASH3A	DMRTA2	1
C20orf141	DMRTA2	1
LCE6A	DMRTA2	1
KRTAP10-2	DMRTA2	1
DNAJB8	DMRTA2	1
RNF186	DMRTA2	0.822726449762986
RDH8	DMRTA2	0.819663920856507
SNAR-C3	DMRTA2	1
GP9	MIR4306	1
BPY2	FGF16	0.80983613123105
BPY2B	FGF16	0.80983613123105
BPY2C	FGF16	0.80983613123105
SGK110	KRTAP10-3	1
KRT85	GNGT1	1
LOC286442	GNGT1	1
LINC00332	GNGT1	1
MIR190A	GNGT1	1
AMY1C	GNGT1	0.9063406303398
TPRX1	GNGT1	1
FLJ41350	GNGT1	1
NEU2	GNGT1	1
SMR3B	GNGT1	1
SNORD88C	MMP7	1
LOC285548	MMP7	1
TTTY7B	TTTY2	0.792324629002975
TTTY1	TTTY2	0.99956576152062
TTTY7B	TTTY2B	0.792324629002975
TTTY1	TTTY2B	0.99956576152062
TTTY2	TTTY2B	1
KRT85	GNGT2	1
LOC286442	GNGT2	1
LINC00332	GNGT2	1
MIR190A	GNGT2	1
AMY1C	GNGT2	0.9063406303398
TPRX1	GNGT2	1
FLJ41350	GNGT2	1
NEU2	GNGT2	1
SMR3B	GNGT2	1
GNGT1	GNGT2	1
ALPPL2	CDX1	0.791730919238942
C10orf91	CDX1	0.791730919238942
CD300C	CDX1	0.791730919238942
HLA-DQA2	CDX1	0.791730919238942
MIR663B	CDX1	0.791730919238942
MOGAT2	CDX1	0.791730919238942
OR4E2	CDX1	0.791730919238942
OR4K13	CDX1	0.791730919238942
OR6Y1	CDX1	0.791730919238942
PCGEM1	CDX1	0.791730919238942
AA06	CDX1	0.791730919238942
KRTAP3-1	CDX1	0.791730919238942
MIR378C	CDX1	0.791730919238942
NR0B2	CDX1	0.791730919238942
OR2Y1	CDX1	0.791730919238942
OR3A3	CDX1	0.791730919238942
SERPINA5	CDX1	0.791730919238942
FEZF1-AS1	CDX1	0.791730919238942
FLJ46300	CDX1	0.791730919238942
LILRB5	CDX1	0.791730919238942
HS3ST6	CDX1	0.791730919238942
OR6C65	CDX1	0.791730919238942
GJA10	CDX1	0.791730919238942
MSC	CDX1	0.791730919238942
PAX2	CDX1	0.791730919238942
NKX3-2	CDX1	0.791730919238942
GTSF1L	CDX1	0.791730919238942
OR56B4	CDX1	0.791730919238942
MAGEA2	CDX1	0.791730919238942
C15orf53	CDX1	0.791730919238942
KRT16P3	CDX1	0.791730919238942
OR2C3	CDX1	0.791730919238942
MNX1	CDX1	0.791730919238942
OR6C74	CDX1	0.791730919238942
UBASH3A	CDX1	0.791730919238942
C20orf141	CDX1	0.791730919238942
LCE6A	CDX1	0.791730919238942
KRTAP10-2	CDX1	0.791730919238942
DNAJB8	CDX1	0.791730919238942
SNAR-C3	CDX1	0.791730919238942
DMRTA2	CDX1	0.791730919238942
OR56A5	OR6C68	0.821237764278686
SNORD59B	SPANXA2	0.815496580896694
MIR412	CELA3B	1
MIR889	CELA3B	1
OR10G4	PDE6H	1
OR52N1	IL36G	1
ALPPL2	MRGPRG	1
C10orf91	MRGPRG	1
CD300C	MRGPRG	1
HLA-DQA2	MRGPRG	1
MIR663B	MRGPRG	1
MOGAT2	MRGPRG	1
OR4E2	MRGPRG	1
OR4K13	MRGPRG	1
OR6Y1	MRGPRG	1
PCGEM1	MRGPRG	1
AA06	MRGPRG	1
KRTAP3-1	MRGPRG	1
MIR378C	MRGPRG	1
NR0B2	MRGPRG	1
OR2Y1	MRGPRG	1
OR3A3	MRGPRG	1
SERPINA5	MRGPRG	1
FEZF1-AS1	MRGPRG	1
FLJ46300	MRGPRG	1
LILRB5	MRGPRG	1
HS3ST6	MRGPRG	1
OR6C65	MRGPRG	1
GJA10	MRGPRG	1
MSC	MRGPRG	1
PAX2	MRGPRG	1
NKX3-2	MRGPRG	1
GTSF1L	MRGPRG	1
OR56B4	MRGPRG	1
MAGEA2	MRGPRG	1
C15orf53	MRGPRG	1
KRT16P3	MRGPRG	1
OR2C3	MRGPRG	1
MNX1	MRGPRG	1
OR6C74	MRGPRG	1
UBASH3A	MRGPRG	1
C20orf141	MRGPRG	1
LCE6A	MRGPRG	1
KRTAP10-2	MRGPRG	1
DNAJB8	MRGPRG	1
RNF186	MRGPRG	0.822726449762986
RDH8	MRGPRG	0.819663920856507
SNAR-C3	MRGPRG	1
DMRTA2	MRGPRG	1
CDX1	MRGPRG	0.791730919238942
GAST	MIR591	1
MBD3L1	MIR636	1
MIR23C	LCN1	1
LOC440925	LCN1	1
CCR4	MIR4724	1
MB	SPRR2D	1
KRTAP11-1	SPRR2D	1
MIR514A1	SPRR2D	1
SERPINB12	SPRR2D	1
SPDYE4	SPRR2D	1
HNF1B	SPRR2D	0.954468430399774
LYZL4	SPRR2D	1
FATE1	SPRR2D	1
OR5B3	SPRR2D	1
PRAMEF5	SPRR2D	1
SPINK1	SPRR2D	1
REG3G	SPRR2D	1
CCDC148-AS1	SPRR2D	1
MB	OR5AR1	1
KRTAP11-1	OR5AR1	1
MIR514A1	OR5AR1	1
SERPINB12	OR5AR1	1
SPDYE4	OR5AR1	1
HNF1B	OR5AR1	0.954468430399774
LYZL4	OR5AR1	1
FATE1	OR5AR1	1
OR5B3	OR5AR1	1
PRAMEF5	OR5AR1	1
SPINK1	OR5AR1	1
REG3G	OR5AR1	1
CCDC148-AS1	OR5AR1	1
SPRR2D	OR5AR1	1
LGALS7B	MIR548D2	0.775743872068298
LCE3C	OR14J1	1
SPRR2G	OR14J1	1
CEACAM20	FRG2B	1
FAM47B	LINC00229	0.965855274805101
SCXA	LINC00159	1
SCXB	LINC00159	1
SNORD7	AMELX	1
MIR4271	KRTAP9-4	1
MYF6	KRTAP9-4	1
LOC388553	KRTAP9-4	1
MIR195	MIR497	1
ALPPL2	SNORD116-1	1
C10orf91	SNORD116-1	1
CD300C	SNORD116-1	1
HLA-DQA2	SNORD116-1	1
MIR663B	SNORD116-1	1
MOGAT2	SNORD116-1	1
OR4E2	SNORD116-1	1
OR4K13	SNORD116-1	1
OR6Y1	SNORD116-1	1
PCGEM1	SNORD116-1	1
AA06	SNORD116-1	1
KRTAP3-1	SNORD116-1	1
MIR378C	SNORD116-1	1
NR0B2	SNORD116-1	1
OR2Y1	SNORD116-1	1
OR3A3	SNORD116-1	1
SERPINA5	SNORD116-1	1
FEZF1-AS1	SNORD116-1	1
FLJ46300	SNORD116-1	1
LILRB5	SNORD116-1	1
HS3ST6	SNORD116-1	1
OR6C65	SNORD116-1	1
GJA10	SNORD116-1	1
MSC	SNORD116-1	1
PAX2	SNORD116-1	1
NKX3-2	SNORD116-1	1
GTSF1L	SNORD116-1	1
OR56B4	SNORD116-1	1
MAGEA2	SNORD116-1	1
C15orf53	SNORD116-1	1
KRT16P3	SNORD116-1	1
OR2C3	SNORD116-1	1
MNX1	SNORD116-1	1
OR6C74	SNORD116-1	1
UBASH3A	SNORD116-1	1
C20orf141	SNORD116-1	1
LCE6A	SNORD116-1	1
KRTAP10-2	SNORD116-1	1
DNAJB8	SNORD116-1	1
RNF186	SNORD116-1	0.822726449762986
RDH8	SNORD116-1	0.819663920856508
SNAR-C3	SNORD116-1	1
DMRTA2	SNORD116-1	1
CDX1	SNORD116-1	0.791730919238942
MRGPRG	SNORD116-1	1
MIR29B2	MIR130A	1
TAS2R41	CHODL-AS1	1
ALPPL2	OPN1MW	1
C10orf91	OPN1MW	1
CD300C	OPN1MW	1
HLA-DQA2	OPN1MW	1
MIR663B	OPN1MW	1
MOGAT2	OPN1MW	1
OR4E2	OPN1MW	1
OR4K13	OPN1MW	1
OR6Y1	OPN1MW	1
PCGEM1	OPN1MW	1
AA06	OPN1MW	1
KRTAP3-1	OPN1MW	1
MIR378C	OPN1MW	1
NR0B2	OPN1MW	1
OR2Y1	OPN1MW	1
OR3A3	OPN1MW	1
SERPINA5	OPN1MW	1
FEZF1-AS1	OPN1MW	1
FLJ46300	OPN1MW	1
LILRB5	OPN1MW	1
HS3ST6	OPN1MW	1
OR6C65	OPN1MW	1
GJA10	OPN1MW	1
MSC	OPN1MW	1
PAX2	OPN1MW	1
NKX3-2	OPN1MW	1
GTSF1L	OPN1MW	1
OR56B4	OPN1MW	1
MAGEA2	OPN1MW	1
C15orf53	OPN1MW	1
KRT16P3	OPN1MW	1
OR2C3	OPN1MW	1
MNX1	OPN1MW	1
OR6C74	OPN1MW	1
UBASH3A	OPN1MW	1
C20orf141	OPN1MW	1
LCE6A	OPN1MW	1
KRTAP10-2	OPN1MW	1
DNAJB8	OPN1MW	1
RNF186	OPN1MW	0.822726449762986
RDH8	OPN1MW	0.819663920856508
SNAR-C3	OPN1MW	1
DMRTA2	OPN1MW	1
CDX1	OPN1MW	0.791730919238942
MRGPRG	OPN1MW	1
SNORD116-1	OPN1MW	1
KRTAP4-2	MIR3939	1
SNORA69	LOC100130700	1
MARCO	FMO9P	1
KRT9	FMO9P	1
CCL8	FMO9P	1
SNORD88C	REG1A	1
LOC285548	REG1A	1
MMP7	REG1A	1
ALPPL2	CLDN8	1
C10orf91	CLDN8	1
CD300C	CLDN8	1
HLA-DQA2	CLDN8	1
MIR663B	CLDN8	1
MOGAT2	CLDN8	1
OR4E2	CLDN8	1
OR4K13	CLDN8	1
OR6Y1	CLDN8	1
PCGEM1	CLDN8	1
AA06	CLDN8	1
KRTAP3-1	CLDN8	1
MIR378C	CLDN8	1
NR0B2	CLDN8	1
OR2Y1	CLDN8	1
OR3A3	CLDN8	1
SERPINA5	CLDN8	1
FEZF1-AS1	CLDN8	1
FLJ46300	CLDN8	1
LILRB5	CLDN8	1
HS3ST6	CLDN8	1
OR6C65	CLDN8	1
GJA10	CLDN8	1
MSC	CLDN8	1
PAX2	CLDN8	1
NKX3-2	CLDN8	1
GTSF1L	CLDN8	1
OR56B4	CLDN8	1
MAGEA2	CLDN8	1
C15orf53	CLDN8	1
KRT16P3	CLDN8	1
OR2C3	CLDN8	1
MNX1	CLDN8	1
OR6C74	CLDN8	1
UBASH3A	CLDN8	1
C20orf141	CLDN8	1
LCE6A	CLDN8	1
KRTAP10-2	CLDN8	1
DNAJB8	CLDN8	1
RNF186	CLDN8	0.822726449762986
RDH8	CLDN8	0.819663920856507
SNAR-C3	CLDN8	1
DMRTA2	CLDN8	1
CDX1	CLDN8	0.791730919238942
MRGPRG	CLDN8	1
SNORD116-1	CLDN8	1
OPN1MW	CLDN8	1
LINC00111	VAV3-AS1	1
CSAG1	VAV3-AS1	1
TTTY7B	SYNPR-AS1	1
TTTY1	SYNPR-AS1	0.809958217484843
TTTY2	SYNPR-AS1	0.792324629002975
TTTY2B	SYNPR-AS1	0.792324629002975
MIR491	LRRC3C	1
SPERT	CDRT7	1
IFNA14	KRTAP19-1	1
MIR412	TAAR8	1
MIR889	TAAR8	1
CELA3B	TAAR8	1
SNORD56B	MIR103A2	1
MIR4271	IL17F	0.747174559303821
MYF6	IL17F	0.747174559303821
LOC388553	IL17F	0.747174559303822
KRTAP9-4	IL17F	0.747174559303821
CSH1	PF4V1	1
MAGEA10-MAGEA5	PF4V1	1
LOC100130480	PF4V1	1
CSHL1	SNORD113-7	1
MIR4636	SNORD113-7	1
OR10G4	MYADML	0.742340518306094
PDE6H	MYADML	0.742340518306094
LGALS7B	MIR1179	1
MIR548D2	MIR1179	0.775743872068298
KRT85	MIR3913-2	1
LOC286442	MIR3913-2	1
LINC00332	MIR3913-2	1
MIR190A	MIR3913-2	1
AMY1C	MIR3913-2	0.9063406303398
TPRX1	MIR3913-2	1
FLJ41350	MIR3913-2	1
NEU2	MIR3913-2	1
SMR3B	MIR3913-2	1
GNGT1	MIR3913-2	1
GNGT2	MIR3913-2	1
KRTAP9-9	ZFX-AS1	1
OR4N4	ZFX-AS1	1
HIST1H2APS1	MIR3198-1	1
ARL14	MIR194-1	1
ALPPL2	SLC2A7	1
C10orf91	SLC2A7	1
CD300C	SLC2A7	1
HLA-DQA2	SLC2A7	1
MIR663B	SLC2A7	1
MOGAT2	SLC2A7	1
OR4E2	SLC2A7	1
OR4K13	SLC2A7	1
OR6Y1	SLC2A7	1
PCGEM1	SLC2A7	1
AA06	SLC2A7	1
KRTAP3-1	SLC2A7	1
MIR378C	SLC2A7	1
NR0B2	SLC2A7	1
OR2Y1	SLC2A7	1
OR3A3	SLC2A7	1
SERPINA5	SLC2A7	1
FEZF1-AS1	SLC2A7	1
FLJ46300	SLC2A7	1
LILRB5	SLC2A7	1
HS3ST6	SLC2A7	1
OR6C65	SLC2A7	1
GJA10	SLC2A7	1
MSC	SLC2A7	1
PAX2	SLC2A7	1
NKX3-2	SLC2A7	1
GTSF1L	SLC2A7	1
OR56B4	SLC2A7	1
MAGEA2	SLC2A7	1
C15orf53	SLC2A7	1
KRT16P3	SLC2A7	1
OR2C3	SLC2A7	1
MNX1	SLC2A7	1
OR6C74	SLC2A7	1
UBASH3A	SLC2A7	1
C20orf141	SLC2A7	1
LCE6A	SLC2A7	1
KRTAP10-2	SLC2A7	1
DNAJB8	SLC2A7	1
RNF186	SLC2A7	0.822726449762986
RDH8	SLC2A7	0.819663920856507
SNAR-C3	SLC2A7	1
DMRTA2	SLC2A7	1
CDX1	SLC2A7	0.791730919238942
MRGPRG	SLC2A7	1
SNORD116-1	SLC2A7	1
OPN1MW	SLC2A7	1
CLDN8	SLC2A7	1
MIR598	SNORD18A	1
GPR141	PTF1A	1
C8orf87	MIR384	1
GAST	MIR221	1
MIR591	MIR221	1
LINC00208	CRLF2	0.992998219443614
MIR491	TTLL10	1
LRRC3C	TTLL10	1
MIR3200	WBSCR28	0.762759865816433
IL22	SNORD91B	1
MYOD1	APOC3	1
TTTY7B	SERPINA7	1
TTTY1	SERPINA7	0.809958217484843
TTTY2	SERPINA7	0.792324629002975
TTTY2B	SERPINA7	0.792324629002975
SYNPR-AS1	SERPINA7	1
SNORD116-28	TMEM252	1
KRT85	PRSS56	1
LOC286442	PRSS56	1
LINC00332	PRSS56	1
MIR190A	PRSS56	1
AMY1C	PRSS56	0.9063406303398
TPRX1	PRSS56	1
FLJ41350	PRSS56	1
NEU2	PRSS56	1
SMR3B	PRSS56	1
GNGT1	PRSS56	1
GNGT2	PRSS56	1
MIR3913-2	PRSS56	1
DEFB4A	TPPP2	1
TTTY22	TPPP2	1
BPIFA3	TPPP2	1
LINC00359	TPPP2	1
OR1L3	TPPP2	1
KRT36	TPPP2	1
GNG13	TPPP2	1
LOC340094	TPPP2	1
PDZK1IP1	TPPP2	1
LOC732275	TPPP2	1
BATF	SNORD18C	1
MIR3192	SNORD18C	1
MIR301B	MIR130B	1
KRT33A	MIR130B	1
ALPPL2	MBD3L2	1
C10orf91	MBD3L2	1
CD300C	MBD3L2	1
HLA-DQA2	MBD3L2	1
MIR663B	MBD3L2	1
MOGAT2	MBD3L2	1
OR4E2	MBD3L2	1
OR4K13	MBD3L2	1
OR6Y1	MBD3L2	1
PCGEM1	MBD3L2	1
AA06	MBD3L2	1
KRTAP3-1	MBD3L2	1
MIR378C	MBD3L2	1
NR0B2	MBD3L2	1
OR2Y1	MBD3L2	1
OR3A3	MBD3L2	1
SERPINA5	MBD3L2	1
FEZF1-AS1	MBD3L2	1
FLJ46300	MBD3L2	1
LILRB5	MBD3L2	1
HS3ST6	MBD3L2	1
OR6C65	MBD3L2	1
GJA10	MBD3L2	1
MSC	MBD3L2	1
PAX2	MBD3L2	1
NKX3-2	MBD3L2	1
GTSF1L	MBD3L2	1
OR56B4	MBD3L2	1
MAGEA2	MBD3L2	1
C15orf53	MBD3L2	1
KRT16P3	MBD3L2	1
OR2C3	MBD3L2	1
MNX1	MBD3L2	1
OR6C74	MBD3L2	1
UBASH3A	MBD3L2	1
C20orf141	MBD3L2	1
LCE6A	MBD3L2	1
KRTAP10-2	MBD3L2	1
DNAJB8	MBD3L2	1
RNF186	MBD3L2	0.822726449762986
RDH8	MBD3L2	0.819663920856508
SNAR-C3	MBD3L2	1
DMRTA2	MBD3L2	1
CDX1	MBD3L2	0.791730919238942
MRGPRG	MBD3L2	1
SNORD116-1	MBD3L2	1
OPN1MW	MBD3L2	1
CLDN8	MBD3L2	1
SLC2A7	MBD3L2	1
OR8D2	BHLHE22	1
ALPPL2	IFNA7	1
C10orf91	IFNA7	1
CD300C	IFNA7	1
HLA-DQA2	IFNA7	1
MIR663B	IFNA7	1
MOGAT2	IFNA7	1
OR4E2	IFNA7	1
OR4K13	IFNA7	1
OR6Y1	IFNA7	1
PCGEM1	IFNA7	1
AA06	IFNA7	1
KRTAP3-1	IFNA7	1
MIR378C	IFNA7	1
NR0B2	IFNA7	1
OR2Y1	IFNA7	1
OR3A3	IFNA7	1
SERPINA5	IFNA7	1
FEZF1-AS1	IFNA7	1
FLJ46300	IFNA7	1
LILRB5	IFNA7	1
HS3ST6	IFNA7	1
OR6C65	IFNA7	1
GJA10	IFNA7	1
MSC	IFNA7	1
PAX2	IFNA7	1
NKX3-2	IFNA7	1
GTSF1L	IFNA7	1
OR56B4	IFNA7	1
MAGEA2	IFNA7	1
C15orf53	IFNA7	1
KRT16P3	IFNA7	1
OR2C3	IFNA7	1
MNX1	IFNA7	1
OR6C74	IFNA7	1
UBASH3A	IFNA7	1
C20orf141	IFNA7	1
LCE6A	IFNA7	1
KRTAP10-2	IFNA7	1
DNAJB8	IFNA7	1
RNF186	IFNA7	0.822726449762986
RDH8	IFNA7	0.819663920856508
SNAR-C3	IFNA7	1
DMRTA2	IFNA7	1
CDX1	IFNA7	0.791730919238942
MRGPRG	IFNA7	1
SNORD116-1	IFNA7	1
OPN1MW	IFNA7	1
CLDN8	IFNA7	1
SLC2A7	IFNA7	1
MBD3L2	IFNA7	1
MIR598	CLEC4M	0.782558688843351
SNORD18A	CLEC4M	0.78255868884335
APOC4-APOC2	UGT1A9	1
KRT74	UGT1A9	1
ALPPL2	LOC285768	1
C10orf91	LOC285768	1
CD300C	LOC285768	1
HLA-DQA2	LOC285768	1
MIR663B	LOC285768	1
MOGAT2	LOC285768	1
OR4E2	LOC285768	1
OR4K13	LOC285768	1
OR6Y1	LOC285768	1
PCGEM1	LOC285768	1
AA06	LOC285768	1
KRTAP3-1	LOC285768	1
MIR378C	LOC285768	1
NR0B2	LOC285768	1
OR2Y1	LOC285768	1
OR3A3	LOC285768	1
SERPINA5	LOC285768	1
FEZF1-AS1	LOC285768	1
FLJ46300	LOC285768	1
LILRB5	LOC285768	1
HS3ST6	LOC285768	1
OR6C65	LOC285768	1
GJA10	LOC285768	1
MSC	LOC285768	1
PAX2	LOC285768	1
NKX3-2	LOC285768	1
GTSF1L	LOC285768	1
OR56B4	LOC285768	1
MAGEA2	LOC285768	1
C15orf53	LOC285768	1
KRT16P3	LOC285768	1
OR2C3	LOC285768	1
MNX1	LOC285768	1
OR6C74	LOC285768	1
UBASH3A	LOC285768	1
C20orf141	LOC285768	1
LCE6A	LOC285768	1
KRTAP10-2	LOC285768	1
DNAJB8	LOC285768	1
RNF186	LOC285768	0.822726449762986
RDH8	LOC285768	0.819663920856507
SNAR-C3	LOC285768	1
DMRTA2	LOC285768	1
CDX1	LOC285768	0.791730919238942
MRGPRG	LOC285768	1
SNORD116-1	LOC285768	1
OPN1MW	LOC285768	1
CLDN8	LOC285768	1
SLC2A7	LOC285768	1
MBD3L2	LOC285768	1
IFNA7	LOC285768	1
ALPPL2	C6orf222	1
C10orf91	C6orf222	1
CD300C	C6orf222	1
HLA-DQA2	C6orf222	1
MIR663B	C6orf222	1
MOGAT2	C6orf222	1
OR4E2	C6orf222	1
OR4K13	C6orf222	1
OR6Y1	C6orf222	1
PCGEM1	C6orf222	1
AA06	C6orf222	1
KRTAP3-1	C6orf222	1
MIR378C	C6orf222	1
NR0B2	C6orf222	1
OR2Y1	C6orf222	1
