id	gene
385	LOC440925
386	LOC442497
387	LOC643441
388	LOC645355
389	LOC646268
390	LOC646862
391	LOC653486
392	LOC728012
393	LOC728040
394	LOC731779
395	LOC732275
396	LRRC15
397	LRRC2-AS1
398	LRRC3-AS1
399	LRRC3C
400	LY6G6E
401	LY86
402	LY96
403	LYZL1
404	LYZL4
405	MAGEA1
406	MAGEA10-MAGEA5
407	MAGEA2
408	MAGEA5
409	MAGEB3
410	MARCO
411	MAS1L
412	MB
413	MBD3L2
414	MBD3L4
415	MBD3L5
416	MC3R
417	MFSD6L
418	MIR1-2
419	MIR105-2
420	MIR1179
421	MIR1197
422	MIR1224
423	MIR1226
424	MIR1243
425	MIR1270-1
426	MIR1270-2
427	MIR1301
428	MIR130A
429	MIR130B
430	MIR137
431	MIR138-2
432	MIR142
433	MIR146B
434	MIR147B
435	MIR150
436	MIR16-1
437	MIR181B2
438	MIR181C
439	MIR183
440	MIR18A
441	MIR190A
442	MIR191
443	MIR194-1
444	MIR1972-1
445	MIR1972-2
446	MIR21
447	MIR211
448	MIR216A
449	MIR23C
450	MIR2467
451	MIR29B2
452	MIR301B
453	MIR3074
454	MIR3121
455	MIR3155A
456	MIR3169
457	MIR3179-1
458	MIR3179-2
459	MIR3179-3
460	MIR3192
461	MIR3193
462	MIR32
463	MIR3202-1
464	MIR320A
465	MIR329-1
466	MIR329-2
467	MIR335
468	MIR33B
469	MIR3609
470	MIR3620
471	MIR3649
472	MIR3660
473	MIR3666
474	MIR3675
475	MIR3679
476	MIR3684
477	MIR3692
478	MIR378C
479	MIR378D2
480	MIR384
481	MIR3907
482	MIR3913-2
483	MIR3939
484	MIR3941
485	MIR3976
486	MIR412
487	MIR425
488	MIR4256
489	MIR4269
490	MIR4271
491	MIR4284
492	MIR4295
493	MIR4305
494	MIR4306
495	MIR4307
496	MIR4315-1
497	MIR4315-2
498	MIR432
499	MIR4321
500	MIR433
501	MIR4427
502	MIR4451
503	MIR4453
504	MIR4472-1
505	MIR4472-2
506	MIR4473
507	MIR4474
508	MIR4490
509	MIR449B
510	MIR450A2
511	MIR4519
512	MIR4524B
513	MIR4526
514	MIR454
515	MIR4636
516	MIR4640
517	MIR4707
518	MIR4738
519	MIR4741
520	MIR4746
521	MIR4751
522	MIR4760
523	MIR4762
524	MIR4770
525	MIR4777
526	MIR4784
527	MIR4789
528	MIR4798
529	MIR491
530	MIR497
531	MIR499A
532	MIR502
533	MIR508
534	MIR5091
535	MIR514A1
536	MIR514A2
537	MIR514A3
538	MIR5194
539	MIR519A1
540	MIR520E
541	MIR522
542	MIR548A1
543	MIR548F4
544	MIR548J
545	MIR553
546	MIR563
547	MIR5685
548	MIR5688
549	MIR569
550	MIR5708
551	MIR572
552	MIR577
553	MIR592
554	MIR595
555	MIR610
556	MIR613
557	MIR618
558	MIR627
559	MIR641
560	MIR642A
561	MIR642B
562	MIR650
563	MIR658
564	MIR663B
565	MIR711
566	MIR889
567	MIR891B
568	MIR941-2
569	MIR941-3
570	MIR943
571	MIRLET7A1
572	MLNR
573	MMP20
574	MOGAT2
575	MOXD2P
576	MRGPRD
577	MRGPRX2
578	MS4A8B
579	MSMB
580	MT1DP
581	MYADML
582	MYF6
583	MYH8
584	MYOC
585	NAALADL2-AS3
586	NCR2
587	NCR3
588	NEU2
589	NEUROG2
590	NKX2-1
591	NKX2-6
592	NKX3-2
593	NLRP7
594	NR0B2
595	NREP-AS1
596	NUP210P1
597	OACYLP
598	ODAM
599	OLIG3
600	OPN1MW2
601	OR10G2
602	OR10G4
603	OR10G9
604	OR10Q1
605	OR10R2
606	OR10S1
607	OR10T2
608	OR10V1
609	OR10W1
610	OR11H6
611	OR13C3
612	OR13F1
613	OR14I1
614	OR14J1
615	OR1A2
616	OR1B1
617	OR1D4
618	OR1F2P
619	OR1G1
620	OR1J4
621	OR1L3
622	OR1Q1
623	OR1S1
624	OR2A12
625	OR2A14
626	OR2B11
627	OR2C3
628	OR2F1
629	OR2G3
630	OR2G6
631	OR2T2
632	OR2T35
633	OR2V2
634	OR2W5
635	OR2Y1
636	OR3A1
637	OR3A2
638	OR3A3
639	OR3A4P
640	OR4D5
641	OR4D6
642	OR4D9
643	OR4E2
644	OR4K1
645	OR4K13
646	OR4K17
647	OR4N4
648	OR4N5
649	OR4P4
650	OR4X2
651	OR51B4
652	OR51G1
653	OR51G2
654	OR51L1
655	OR51M1
656	OR51T1
657	OR52E4
658	OR52M1
659	OR52N1
660	OR52N2
661	OR52R1
662	OR56A3
663	OR56B1
664	OR56B4
665	OR5A2
666	OR5AR1
667	OR5B3
668	OR5D13
669	OR5P2
670	OR6C1
671	OR6C3
672	OR6C65
673	OR6C68
674	OR6C70
675	OR6C74
676	OR6C75
677	OR6K6
678	OR6N1
679	OR6N2
680	OR6S1
681	OR6X1
682	OR6Y1
683	OR7C2
684	OR8B12
685	OR8D2
686	OR8J3
687	OR9A4
688	OR9G1
689	OR9G9
690	OR9I1
691	OR9Q2
692	OSTN
693	OTOL1
694	OTOP3
695	OTP
696	P2RX2
697	P2RX3
698	P2RY10
699	PADI4
700	PAEP
701	PAGE5
702	PAR4
703	PAX2
704	PCDHB1
705	PCGEM1
706	PDE6H
707	PDX1
708	PDZK1IP1
709	PF4V1
710	PGC
711	PHOX2A
712	PI3
713	PITX1
714	PITX2
715	PLA2G2D
716	PLA2G2E
717	PNLIPRP3
718	POU1F1
719	POU4F3
720	PPBP
721	PPP1R2P9
722	PRAC
723	PRAMEF13
724	PRAMEF18
725	PRAMEF19
726	PRAMEF21
727	PRDM13
728	PRDM9
729	PRG1
730	PRG3
731	PRKACG
732	PRL
733	PRM1
734	PRM3
735	PRSS1
736	PRSS16
737	PRSS45
738	PRSS56
739	PRSS58
740	PSORS1C2
741	RAB9BP1
742	RAET1L
743	RBBP8NL
744	RBMXL2
745	RBMY1B
746	RBMY1D
747	RBMY1E
748	RBMY1F
749	RBMY1J
750	RDH8
751	REG1B
752	REG1P
753	REG3G
754	RGL3
755	RHOD
756	RNASE3
757	RNASE8
758	RNASE9
759	RNF186
760	RNF223
761	RNU6-19
762	RNY5
763	RTP3
764	S100A7
765	S100Z
766	SCGB1D2
767	SCGB2A1
768	SCGB2A2
769	SCXA
770	SCXB
771	SDC4P
772	SDR42E1
773	SEMG2
774	SERPINA12
775	SERPINA13P
776	SERPINA5
777	SERPINA7
778	SERPINA9
779	SERPINB12
780	SERPINB3
781	SERPINB4
782	SGK110
783	SHH
784	SIGLEC12
785	SIGLEC6
786	SIT1
787	SIX3
788	SLAMF1
789	SLC17A2
790	SLC17A7
791	SLC17A9
792	SLC22A25
793	SLC25A3P1
794	SLC6A18
795	SLFN12L
796	SMEK3P
797	SMIM2-IT1
798	SMR3A
799	SMR3B
800	SNAR-C3
801	SNORA35
802	SNORD108
803	SNORD113-5
804	SNORD114-20
805	SNORD114-24
806	SNORD114-26
807	SNORD116-1
808	SNORD116-11
809	SNORD116-29
810	SNORD121A
811	SNORD18C
812	SNORD32B
813	SNORD36C
814	SNORD37
815	SNORD58B
816	SNORD7
817	SNORD71
818	SNORD72
819	SNORD82
820	SNORD91B
821	SNORD92
822	SP8
823	SPAG11A
824	SPANXN5
825	SPATA3
826	SPATA31E1
827	SPDYE4
828	SPINK1
829	SPO11
830	SPRR2D
831	SPRR2E
832	SPRR2G
833	SSTR4
834	ST8SIA6-AS1
835	STOML3
836	SULT1B1
837	SULT6B1
838	SUN5
839	SYNPR-AS1
840	TAAR1
841	TAAR2
842	TAAR5
843	TAAR8
844	TAS2R38
845	TBC1D21
846	TBL1Y
847	TEX13A
848	TEX13B
849	TEX36
850	TEX37
851	TH
852	THBD
853	THEG5
854	TLX3
855	TM4SF5
856	TMCO5B
857	TMEM95
858	TMPRSS4-AS1
859	TNFRSF18
860	TNNT2
861	TNP2
862	TPPP2
863	TPRX1
864	TRAT1
865	TREM2
866	TREML5P
867	TRIM10
868	TRIML2
869	TRPC2
870	TSPAN16
871	TSPY4
872	TTLL10
873	TTTY1
874	TTTY11
875	TTTY12
876	TTTY13
877	TTTY2
878	TTTY22
879	TTTY2B
880	TTTY4
881	TTTY4B
882	TTTY4C
883	TTTY5
884	TTTY7B
885	TTTY8
886	TTTY8B
887	TTTY9A
888	TTTY9B
889	TUBA4B
890	TWIST2
891	UGT1A1
892	UGT1A3
893	UGT1A4
894	UGT1A5
895	UGT1A9
896	USP17L11
897	USP17L12
898	USP17L18
899	USP17L19
900	USP17L21
901	UTS2R
902	VAV3-AS1
903	VN1R4
904	VNN3
905	VPREB1
906	VTRNA1-3
907	WFDC9
908	WNT8A
909	WT1-AS
910	XAGE2
911	XAGE2B
912	XPNPEP2
913	ZAR1L
914	ZFX-AS1
915	ZNRF4
